rouge-1,rouge-l,Average-1,Average-L
0.226415052,0.17924525,0.352316952,0.328704286
0.214285672,0.169642823,0.352316952,0.328704286
0.444444393,0.351851811,0.352316952,0.328704286
0.206896504,0.163793065,0.352316952,0.328704286
0.637168096,0.504424743,0.352316952,0.328704286
0.212389325,0.168141549,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.476821152,0.377483412,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.533333288,0.422222186,0.352316952,0.328704286
0.224299019,0.177570057,0.352316952,0.328704286
0.233009671,0.18446599,0.352316952,0.328704286
0.24742263,0.195876249,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.216216171,0.171171135,0.352316952,0.328704286
0.549618268,0.435114462,0.352316952,0.328704286
0.444444407,0.351851822,0.352316952,0.328704286
0.23762372,0.188118778,0.352316952,0.328704286
0.585365807,0.463414597,0.352316952,0.328704286
0.541353335,0.42857139,0.352316952,0.328704286
0.206896509,0.16379307,0.352316952,0.328704286
0.216216191,0.171171152,0.352316952,0.328704286
0.216216177,0.17117114,0.352316952,0.328704286
0.179104429,0.141791006,0.352316952,0.328704286
0.212389326,0.168141549,0.352316952,0.328704286
0.208695601,0.16521735,0.352316952,0.328704286
0.244897909,0.193877511,0.352316952,0.328704286
0.575999952,0.455999962,0.352316952,0.328704286
0.457142814,0.361904727,0.352316952,0.328704286
0.390243859,0.308943055,0.352316952,0.328704286
0.205128158,0.162393125,0.352316952,0.328704286
0.413793049,0.327586164,0.352316952,0.328704286
0.428571385,0.33928568,0.352316952,0.328704286
0.216216178,0.171171141,0.352316952,0.328704286
0.806722636,0.63865542,0.352316952,0.328704286
0.23999996,0.189999968,0.352316952,0.328704286
0.212389336,0.168141558,0.352316952,0.328704286
0.36641216,0.290076293,0.352316952,0.328704286
0.834782568,0.660869533,0.352316952,0.328704286
0.637168095,0.504424742,0.352316952,0.328704286
0.196721266,0.155737669,0.352316952,0.328704286
0.206896504,0.163793065,0.352316952,0.328704286
0.196721258,0.155737663,0.352316952,0.328704286
0.195121916,0.154471517,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.235294073,0.186274475,0.352316952,0.328704286
0.279069735,0.220930207,0.352316952,0.328704286
0.424778711,0.336283147,0.352316952,0.328704286
0.494845305,0.391752533,0.352316952,0.328704286
0.199999967,0.158333307,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.177777727,0.140740701,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.363636315,0.28787875,0.352316952,0.328704286
0.428571383,0.339285678,0.352316952,0.328704286
0.184615334,0.146153806,0.352316952,0.328704286
0.190476156,0.150793623,0.352316952,0.328704286
0.269662888,0.213483119,0.352316952,0.328704286
0.205128152,0.16239312,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.16326527,0.129251672,0.352316952,0.328704286
0.50526311,0.399999962,0.352316952,0.328704286
0.165517193,0.131034445,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.177777731,0.140740704,0.352316952,0.328704286
0.505263113,0.399999964,0.352316952,0.328704286
0.808988727,0.426966263,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.198347076,0.157024768,0.352316952,0.328704286
0.436363592,0.34545451,0.352316952,0.328704286
0.410256369,0.324786292,0.352316952,0.328704286
0.216216169,0.171171134,0.352316952,0.328704286
0.212389343,0.168141563,0.352316952,0.328704286
0.525547386,0.416058347,0.352316952,0.328704286
0.188976321,0.149606254,0.352316952,0.328704286
0.558139482,0.441860423,0.352316952,0.328704286
0.413793052,0.327586166,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.503496447,0.398601354,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.377952703,0.299212557,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.3609022,0.285714242,0.352316952,0.328704286
0.198347069,0.157024763,0.352316952,0.328704286
0.909090858,0.71969693,0.352316952,0.328704286
0.212389346,0.168141565,0.352316952,0.328704286
0.510638266,0.404255294,0.352316952,0.328704286
0.417391266,0.330434752,0.352316952,0.328704286
0.470588184,0.372548979,0.352316952,0.328704286
0.2307692,0.182692283,0.352316952,0.328704286
0.205128152,0.16239312,0.352316952,0.328704286
0.218181773,0.172727237,0.352316952,0.328704286
0.558139483,0.441860424,0.352316952,0.328704286
0.198347073,0.157024766,0.352316952,0.328704286
0.436363598,0.345454515,0.352316952,0.328704286
0.244897922,0.193877521,0.352316952,0.328704286
0.533333286,0.422222185,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.428571384,0.339285679,0.352316952,0.328704286
0.448598097,0.35514016,0.352316952,0.328704286
0.212389335,0.168141557,0.352316952,0.328704286
0.222222169,0.175925884,0.352316952,0.328704286
0.626086902,0.495652131,0.352316952,0.328704286
0.170212716,0.134751733,0.352316952,0.328704286
0.383999954,0.303999964,0.352316952,0.328704286
0.228571398,0.180952356,0.352316952,0.328704286
0.37209297,0.294573601,0.352316952,0.328704286
0.338028124,0.267605598,0.352316952,0.328704286
0.558139492,0.441860431,0.352316952,0.328704286
0.399999965,0.316666639,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.67924523,0.537735807,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.436363585,0.345454505,0.352316952,0.328704286
0.199999968,0.158333308,0.352316952,0.328704286
0.224299028,0.177570063,0.352316952,0.328704286
0.230769193,0.182692278,0.352316952,0.328704286
0.363636317,0.287878751,0.352316952,0.328704286
0.553846103,0.438461499,0.352316952,0.328704286
0.206896511,0.163793071,0.352316952,0.328704286
0.224299015,0.177570054,0.352316952,0.328704286
0.198347061,0.157024756,0.352316952,0.328704286
0.827586153,0.655172371,0.352316952,0.328704286
0.417391257,0.330434745,0.352316952,0.328704286
0.424778711,0.336283147,0.352316952,0.328704286
0.545454494,0.431818141,0.352316952,0.328704286
0.279069722,0.220930196,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.358208926,0.283582066,0.352316952,0.328704286
0.541353339,0.428571393,0.352316952,0.328704286
0.545454511,0.431818154,0.352316952,0.328704286
0.820512771,0.487179448,0.352316952,0.328704286
0.21621617,0.171171135,0.352316952,0.328704286
0.208695604,0.165217353,0.352316952,0.328704286
0.218181769,0.172727234,0.352316952,0.328704286
0.203389788,0.161016916,0.352316952,0.328704286
0.637168091,0.336283146,0.352316952,0.328704286
0.208695603,0.165217352,0.352316952,0.328704286
0.46601938,0.368932009,0.352316952,0.328704286
0.191999964,0.151999971,0.352316952,0.328704286
0.19512191,0.154471512,0.352316952,0.328704286
0.403361296,0.319327692,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.222222175,0.175925889,0.352316952,0.328704286
0.188976328,0.14960626,0.352316952,0.328704286
0.580645113,0.459677381,0.352316952,0.328704286
0.271186412,0.214689242,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.372092978,0.294573608,0.352316952,0.328704286
0.626086905,0.495652133,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.360902202,0.285714243,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.230769187,0.182692273,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.545454511,0.431818154,0.352316952,0.328704286
0.335664292,0.265734231,0.352316952,0.328704286
0.22018344,0.17431189,0.352316952,0.328704286
0.228571379,0.180952341,0.352316952,0.328704286
0.205128166,0.162393131,0.352316952,0.328704286
0.218181772,0.172727236,0.352316952,0.328704286
0.358208912,0.283582055,0.352316952,0.328704286
0.461538422,0.365384584,0.352316952,0.328704286
0.201680631,0.159663833,0.352316952,0.328704286
0.761904711,0.452380912,0.352316952,0.328704286
0.230769184,0.18269227,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.440366922,0.174311886,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.599999963,0.474999971,0.352316952,0.328704286
0.383999946,0.303999958,0.352316952,0.328704286
0.716417864,0.567164142,0.352316952,0.328704286
0.214285676,0.169642827,0.352316952,0.328704286
0.44036693,0.34862382,0.352316952,0.328704286
0.228571389,0.180952349,0.352316952,0.328704286
0.212389339,0.16814156,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.222222183,0.175925895,0.352316952,0.328704286
0.38095233,0.301587262,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.184615338,0.146153809,0.352316952,0.328704286
0.383999957,0.303999966,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.615384575,0.487179455,0.352316952,0.328704286
0.237623721,0.18811878,0.352316952,0.328704286
0.545454495,0.431818142,0.352316952,0.328704286
0.424778712,0.336283147,0.352316952,0.328704286
0.417391262,0.330434749,0.352316952,0.328704286
0.208695607,0.165217355,0.352316952,0.328704286
0.208695616,0.165217363,0.352316952,0.328704286
0.222222177,0.17592589,0.352316952,0.328704286
0.537313384,0.425373096,0.352316952,0.328704286
0.218181768,0.172727233,0.352316952,0.328704286
0.224299021,0.177570059,0.352316952,0.328704286
0.377952705,0.299212558,0.352316952,0.328704286
0.712871245,0.564356402,0.352316952,0.328704286
0.494845322,0.391752546,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.432432384,0.342342304,0.352316952,0.328704286
0.220183445,0.174311894,0.352316952,0.328704286
0.230769186,0.182692272,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.196721265,0.155737668,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.595041274,0.314049548,0.352316952,0.328704286
0.247422643,0.195876259,0.352316952,0.328704286
0.424778709,0.336283145,0.352316952,0.328704286
0.214285663,0.169642816,0.352316952,0.328704286
0.208695606,0.165217355,0.352316952,0.328704286
0.210526268,0.166666629,0.352316952,0.328704286
0.188976324,0.149606257,0.352316952,0.328704286
0.220183436,0.174311887,0.352316952,0.328704286
0.61538456,0.487179443,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.432432391,0.342342309,0.352316952,0.328704286
0.473684154,0.374999955,0.352316952,0.328704286
0.212389334,0.168141556,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.230769191,0.182692276,0.352316952,0.328704286
0.170212726,0.134751741,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.201680632,0.159663834,0.352316952,0.328704286
0.18604648,0.147286797,0.352316952,0.328704286
0.39344257,0.311475368,0.352316952,0.328704286
0.41739126,0.330434748,0.352316952,0.328704286
0.38709673,0.306451578,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.210526262,0.166666624,0.352316952,0.328704286
0.187499959,0.148437468,0.352316952,0.328704286
0.201680624,0.159663827,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.410256369,0.324786292,0.352316952,0.328704286
0.195121926,0.154471524,0.352316952,0.328704286
0.249999965,0.197916639,0.352316952,0.328704286
0.499999958,0.3958333,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.230769188,0.182692274,0.352316952,0.328704286
0.242424196,0.191919155,0.352316952,0.328704286
0.452830142,0.358490529,0.352316952,0.328704286
0.440366929,0.348623819,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.377952704,0.299212557,0.352316952,0.328704286
0.452830149,0.179245252,0.352316952,0.328704286
0.585365809,0.463414599,0.352316952,0.328704286
0.444444401,0.351851817,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.421052586,0.333333297,0.352316952,0.328704286
0.222222178,0.175925891,0.352316952,0.328704286
0.493150638,0.390410922,0.352316952,0.328704286
0.203389785,0.161016913,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.272727225,0.215909053,0.352316952,0.328704286
0.177777734,0.140740706,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.181818137,0.143939358,0.352316952,0.328704286
0.17647055,0.139705852,0.352316952,0.328704286
0.206896511,0.163793071,0.352316952,0.328704286
0.230769196,0.18269228,0.352316952,0.328704286
0.406779609,0.322033857,0.352316952,0.328704286
0.313725436,0.24836597,0.352316952,0.328704286
0.403361296,0.159663827,0.352316952,0.328704286
0.590163892,0.467213081,0.352316952,0.328704286
0.60504196,0.478991552,0.352316952,0.328704286
0.345323693,0.273381257,0.352316952,0.328704286
0.210526269,0.16666663,0.352316952,0.328704286
0.187499968,0.148437475,0.352316952,0.328704286
0.637168099,0.504424745,0.352316952,0.328704286
0.212389337,0.168141558,0.352316952,0.328704286
0.620689616,0.491379279,0.352316952,0.328704286
0.22222218,0.175925892,0.352316952,0.328704286
0.6486486,0.513513475,0.352316952,0.328704286
0.377952722,0.299212571,0.352316952,0.328704286
0.22222219,0.175925901,0.352316952,0.328704286
0.537313379,0.425373092,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.642857089,0.508928529,0.352316952,0.328704286
0.399999944,0.316666623,0.352316952,0.328704286
0.403361294,0.159663825,0.352316952,0.328704286
0.169014047,0.133802787,0.352316952,0.328704286
0.610169435,0.483050803,0.352316952,0.328704286
0.428571374,0.339285671,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.461538422,0.365384584,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.383999946,0.303999957,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.39024385,0.308943048,0.352316952,0.328704286
0.222222189,0.1759259,0.352316952,0.328704286
0.499999963,0.395833304,0.352316952,0.328704286
0.369230719,0.292307652,0.352316952,0.328704286
0.399999951,0.316666628,0.352316952,0.328704286
0.380952334,0.301587264,0.352316952,0.328704286
0.461538423,0.365384585,0.352316952,0.328704286
0.195121906,0.154471509,0.352316952,0.328704286
0.191999952,0.151999962,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.218181781,0.172727243,0.352316952,0.328704286
0.208695608,0.165217356,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.424778711,0.336283147,0.352316952,0.328704286
0.417391262,0.330434749,0.352316952,0.328704286
0.228571384,0.180952346,0.352316952,0.328704286
0.585365808,0.463414598,0.352316952,0.328704286
0.637168087,0.504424736,0.352316952,0.328704286
0.19199995,0.15199996,0.352316952,0.328704286
0.237623718,0.188118776,0.352316952,0.328704286
0.558139491,0.44186043,0.352316952,0.328704286
0.436363581,0.345454501,0.352316952,0.328704286
0.553846107,0.292307655,0.352316952,0.328704286
0.457142804,0.36190472,0.352316952,0.328704286
0.216216174,0.171171138,0.352316952,0.328704286
0.198347054,0.157024751,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.479999942,0.379999954,0.352316952,0.328704286
0.421052584,0.333333296,0.352316952,0.328704286
0.184615344,0.146153814,0.352316952,0.328704286
0.19834706,0.157024756,0.352316952,0.328704286
0.620689603,0.491379269,0.352316952,0.328704286
0.393442578,0.311475375,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.228571388,0.180952348,0.352316952,0.328704286
0.39024386,0.308943056,0.352316952,0.328704286
0.374999956,0.296874965,0.352316952,0.328704286
0.42105258,0.333333292,0.352316952,0.328704286
0.183206056,0.145038128,0.352316952,0.328704286
0.210526262,0.166666624,0.352316952,0.328704286
0.309677397,0.245161273,0.352316952,0.328704286
0.537313392,0.425373102,0.352316952,0.328704286
0.527472486,0.417582385,0.352316952,0.328704286
0.21818177,0.172727234,0.352316952,0.328704286
0.421052596,0.333333305,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.214285673,0.169642824,0.352316952,0.328704286
0.235294078,0.186274479,0.352316952,0.328704286
0.374999946,0.296874958,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.224299022,0.177570059,0.352316952,0.328704286
0.218181772,0.172727236,0.352316952,0.328704286
0.228571389,0.180952349,0.352316952,0.328704286
0.242424191,0.191919151,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.432432389,0.342342308,0.352316952,0.328704286
0.575999948,0.455999959,0.352316952,0.328704286
0.176470538,0.139705843,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.206896507,0.163793068,0.352316952,0.328704286
0.21238934,0.168141561,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.242424205,0.191919162,0.352316952,0.328704286
0.252631531,0.199999962,0.352316952,0.328704286
0.366412184,0.145038144,0.352316952,0.328704286
0.214285676,0.169642827,0.352316952,0.328704286
0.187499955,0.148437464,0.352316952,0.328704286
0.610169441,0.483050808,0.352316952,0.328704286
0.196721271,0.155737673,0.352316952,0.328704286
0.244897914,0.193877515,0.352316952,0.328704286
0.20512816,0.162393127,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.216216168,0.171171133,0.352316952,0.328704286
0.212389332,0.168141554,0.352316952,0.328704286
0.150943349,0.119496818,0.352316952,0.328704286
0.190476141,0.150793611,0.352316952,0.328704286
0.417391253,0.330434742,0.352316952,0.328704286
0.494845316,0.391752542,0.352316952,0.328704286
0.410256364,0.324786288,0.352316952,0.328704286
0.183206062,0.145038132,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.38095233,0.301587261,0.352316952,0.328704286
0.186046483,0.147286799,0.352316952,0.328704286
0.350364918,0.277372227,0.352316952,0.328704286
0.642857094,0.508928533,0.352316952,0.328704286
0.173913023,0.137681143,0.352316952,0.328704286
0.214285661,0.169642815,0.352316952,0.328704286
0.90566032,0.716981087,0.352316952,0.328704286
0.239999954,0.189999963,0.352316952,0.328704286
0.331034441,0.262068933,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.575999965,0.455999972,0.352316952,0.328704286
0.360902207,0.285714248,0.352316952,0.328704286
0.196721277,0.155737678,0.352316952,0.328704286
0.417391262,0.330434749,0.352316952,0.328704286
0.205128171,0.162393135,0.352316952,0.328704286
0.233009668,0.184465988,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.81355929,0.483050822,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.187499945,0.148437457,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.191999953,0.151999963,0.352316952,0.328704286
0.220183445,0.174311894,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.187499952,0.148437462,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.218181774,0.172727238,0.352316952,0.328704286
0.41739127,0.330434755,0.352316952,0.328704286
0.244897914,0.193877515,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.44036693,0.34862382,0.352316952,0.328704286
0.222222181,0.175925893,0.352316952,0.328704286
0.489795878,0.38775507,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.153846109,0.121794836,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.396694174,0.314049555,0.352316952,0.328704286
0.38399996,0.303999969,0.352316952,0.328704286
0.208695611,0.165217359,0.352316952,0.328704286
0.235294067,0.18627447,0.352316952,0.328704286
0.672897156,0.532710248,0.352316952,0.328704286
0.470588187,0.186274472,0.352316952,0.328704286
0.199999952,0.158333295,0.352316952,0.328704286
0.193548348,0.153225776,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.432432387,0.342342307,0.352316952,0.328704286
0.432432385,0.342342305,0.352316952,0.328704286
0.393442571,0.311475369,0.352316952,0.328704286
0.199999953,0.158333296,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.503496452,0.398601358,0.352316952,0.328704286
0.21238935,0.168141569,0.352316952,0.328704286
0.37499995,0.29687496,0.352316952,0.328704286
0.494845314,0.39175254,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.193548336,0.153225766,0.352316952,0.328704286
0.201680639,0.159663839,0.352316952,0.328704286
0.562499951,0.445312461,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.637168095,0.504424742,0.352316952,0.328704286
0.648648613,0.513513485,0.352316952,0.328704286
0.239999955,0.189999964,0.352316952,0.328704286
0.258064471,0.20430104,0.352316952,0.328704286
0.399999948,0.316666626,0.352316952,0.328704286
0.599999955,0.474999964,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.239999955,0.189999964,0.352316952,0.328704286
0.452830144,0.358490531,0.352316952,0.328704286
0.399999958,0.316666634,0.352316952,0.328704286
0.195121903,0.154471507,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.191999952,0.151999962,0.352316952,0.328704286
0.360902205,0.285714246,0.352316952,0.328704286
0.424778714,0.336283149,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.396694183,0.314049562,0.352316952,0.328704286
0.719999956,0.569999965,0.352316952,0.328704286
0.473684162,0.374999961,0.352316952,0.328704286
0.43243238,0.342342301,0.352316952,0.328704286
0.374999951,0.296874962,0.352316952,0.328704286
0.206896498,0.163793061,0.352316952,0.328704286
0.220183443,0.174311892,0.352316952,0.328704286
0.191999949,0.15199996,0.352316952,0.328704286
0.585365806,0.463414596,0.352316952,0.328704286
0.206896517,0.163793076,0.352316952,0.328704286
0.19199996,0.151999969,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.767999944,0.607999955,0.352316952,0.328704286
0.342857096,0.271428534,0.352316952,0.328704286
0.239999959,0.189999967,0.352316952,0.328704286
0.424778715,0.33628315,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.230769189,0.182692275,0.352316952,0.328704286
0.187499971,0.148437477,0.352316952,0.328704286
0.590163885,0.467213076,0.352316952,0.328704286
0.210526284,0.166666641,0.352316952,0.328704286
0.190476146,0.150793616,0.352316952,0.328704286
0.176470552,0.139705854,0.352316952,0.328704286
0.372092971,0.294573602,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.466019363,0.368931996,0.352316952,0.328704286
0.484848434,0.383838344,0.352316952,0.328704286
0.648648602,0.513513477,0.352316952,0.328704286
0.413793062,0.327586174,0.352316952,0.328704286
0.55384611,0.438461504,0.352316952,0.328704286
0.436363589,0.345454508,0.352316952,0.328704286
0.676056283,0.401408407,0.352316952,0.328704286
0.214285668,0.169642821,0.352316952,0.328704286
0.399999952,0.316666629,0.352316952,0.328704286
0.372092972,0.294573603,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.244897925,0.193877524,0.352316952,0.328704286
0.235294072,0.186274474,0.352316952,0.328704286
0.654545416,0.518181788,0.352316952,0.328704286
0,0,0.352316952,0.328704286
0.432432384,0.342342304,0.352316952,0.328704286
0.21428566,0.169642814,0.352316952,0.328704286
0.198347061,0.157024756,0.352316952,0.328704286
0.244897914,0.193877515,0.352316952,0.328704286
0.199999947,0.158333292,0.352316952,0.328704286
0.196721274,0.155737675,0.352316952,0.328704286
0.403361307,0.319327701,0.352316952,0.328704286
