rouge-1,rouge-l,Average-1,Average-L
0.333333292,0.27450977,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.183783741,0.151351316,0.397494344,0.366294128
0.369565166,0.304347784,0.397494344,0.366294128
0.174358927,0.143589704,0.397494344,0.366294128
0.19428568,0.159999972,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.192090352,0.158192054,0.397494344,0.366294128
0.675496629,0.556291342,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.42499995,0.349999958,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.612612579,0.504504477,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.249999939,0.205882303,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.399999959,0.329411731,0.397494344,0.366294128
0.237762164,0.195804135,0.397494344,0.366294128
0.417177849,0.343558229,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.48113203,0.264150906,0.397494344,0.366294128
0.180851021,0.148936135,0.397494344,0.366294128
0.34343427,0.282828223,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.369565172,0.304347789,0.397494344,0.366294128
0.241134692,0.198581511,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.37777772,0.155555508,0.397494344,0.366294128
0.253731287,0.208955178,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.24817512,0.204379511,0.397494344,0.366294128
0.228187872,0.187919424,0.397494344,0.366294128
0.581196527,0.478632434,0.397494344,0.366294128
0.939226459,0.61878448,0.397494344,0.366294128
0.237762175,0.195804144,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.453333286,0.373333294,0.397494344,0.366294128
0.255639051,0.210526277,0.397494344,0.366294128
0.197674376,0.162790663,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.192090358,0.15819206,0.397494344,0.366294128
0.278688452,0.229508137,0.397494344,0.366294128
0.259541943,0.213740423,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.248175126,0.204379515,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.350515426,0.288659762,0.397494344,0.366294128
0.399999962,0.329411733,0.397494344,0.366294128
0.314814753,0.259259208,0.397494344,0.366294128
0.22666661,0.18666662,0.397494344,0.366294128
0.231292468,0.19047615,0.397494344,0.366294128
0.274193487,0.225806401,0.397494344,0.366294128
0.701030895,0.577319561,0.397494344,0.366294128
0.19428567,0.159999963,0.397494344,0.366294128
0.241134685,0.198581505,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.19318176,0.159090861,0.397494344,0.366294128
0.228187875,0.187919427,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.166666622,0.137254865,0.397494344,0.366294128
0.855345859,0.704402472,0.397494344,0.366294128
0.181818144,0.149732589,0.397494344,0.366294128
0.204819232,0.168674662,0.397494344,0.366294128
0.185792295,0.153005419,0.397494344,0.366294128
0.180851016,0.148936131,0.397494344,0.366294128
0.603550245,0.497041378,0.397494344,0.366294128
0.566666598,0.233333276,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.320754641,0.264150881,0.397494344,0.366294128
0.557376997,0.45901635,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.363636317,0.299465202,0.397494344,0.366294128
0.407185564,0.335329288,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.209876478,0.172839452,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.589595334,0.323699387,0.397494344,0.366294128
0.178947297,0.147368362,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.354166622,0.29166663,0.397494344,0.366294128
0.20731702,0.170731663,0.397494344,0.366294128
0.215189828,0.177215153,0.397494344,0.366294128
0.22972969,0.189189156,0.397494344,0.366294128
0.686868632,0.565656521,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.427672904,0.352201215,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.206060546,0.16969692,0.397494344,0.366294128
0.645569571,0.354430339,0.397494344,0.366294128
0.189944083,0.156424539,0.397494344,0.366294128
0.629629574,0.259259214,0.397494344,0.366294128
0.242857091,0.199999958,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.19883037,0.163742657,0.397494344,0.366294128
0.772727222,0.636363595,0.397494344,0.366294128
0.390804554,0.321839045,0.397494344,0.366294128
0.475524422,0.391608348,0.397494344,0.366294128
0.194285671,0.159999965,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.177083277,0.145833287,0.397494344,0.366294128
0.306306252,0.252252208,0.397494344,0.366294128
0.170854228,0.140703482,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.367567511,0.302702656,0.397494344,0.366294128
0.354166622,0.145833296,0.397494344,0.366294128
0.33999996,0.279999967,0.397494344,0.366294128
0.232876666,0.191780783,0.397494344,0.366294128
0.343434297,0.282828245,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.179894136,0.148148112,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.384180739,0.316384138,0.397494344,0.366294128
0.352331565,0.290155407,0.397494344,0.366294128
0.462584986,0.380952341,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.255639028,0.210526259,0.397494344,0.366294128
0.612612551,0.504504454,0.397494344,0.366294128
0.350515415,0.288659753,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.198830351,0.163742642,0.397494344,0.366294128
0.206060555,0.169696928,0.397494344,0.366294128
0.311926555,0.256880692,0.397494344,0.366294128
0.39306354,0.323699386,0.397494344,0.366294128
0.369565175,0.304347791,0.397494344,0.366294128
0.359788322,0.296296265,0.397494344,0.366294128
0.515151478,0.424242393,0.397494344,0.366294128
0.199999949,0.164705841,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.180851002,0.148936119,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.39080454,0.321839033,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.177083291,0.145833298,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.191011178,0.157303323,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.203592749,0.167664617,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.334975316,0.275862025,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.435897378,0.358974311,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.283333263,0.233333275,0.397494344,0.366294128
0.333333278,0.274509758,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.212499951,0.17499996,0.397494344,0.366294128
0.21383642,0.176100581,0.397494344,0.366294128
0.185792299,0.153005423,0.397494344,0.366294128
0.216560463,0.17834391,0.397494344,0.366294128
0.686868648,0.565656534,0.397494344,0.366294128
0.168316788,0.138613825,0.397494344,0.366294128
0.475524408,0.391608336,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.176165757,0.145077682,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.241134688,0.198581508,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.219354774,0.180645108,0.397494344,0.366294128
0.204819243,0.16867467,0.397494344,0.366294128
0.509999927,0.27999994,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.251851784,0.207407352,0.397494344,0.366294128
0.739130388,0.456521701,0.397494344,0.366294128
0.502463013,0.413793069,0.397494344,0.366294128
0.18378374,0.151351315,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.34693873,0.285714248,0.397494344,0.366294128
0.388571373,0.319999954,0.397494344,0.366294128
0.373626315,0.30769226,0.397494344,0.366294128
0.363636308,0.299465194,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.201183384,0.165680434,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.361702081,0.297872302,0.397494344,0.366294128
0.388571393,0.15999997,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.178010433,0.146596827,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.482269431,0.397163061,0.397494344,0.366294128
0.257575716,0.212121178,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.198830361,0.163742651,0.397494344,0.366294128
0.472222178,0.388888853,0.397494344,0.366294128
0.475524418,0.391608344,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.666666614,0.274509761,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.402366822,0.331360913,0.397494344,0.366294128
0.33663359,0.277227662,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.199999962,0.164705851,0.397494344,0.366294128
0.336633618,0.277227685,0.397494344,0.366294128
0.369565165,0.15217387,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.208588907,0.1717791,0.397494344,0.366294128
0.220779187,0.181818154,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.536842059,0.294736804,0.397494344,0.366294128
0.231292459,0.190476143,0.397494344,0.366294128
0.49038456,0.403846108,0.397494344,0.366294128
0.377777722,0.311111065,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.36170209,0.297872309,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.174358927,0.143589704,0.397494344,0.366294128
0.330097033,0.271844616,0.397494344,0.366294128
0.759776478,0.625698276,0.397494344,0.366294128
0.377777747,0.311111086,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.255639029,0.21052626,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.328502371,0.270531364,0.397494344,0.366294128
0.610778403,0.335329308,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.184782573,0.152173884,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.244604273,0.201438813,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.203592779,0.167664641,0.397494344,0.366294128
0.433120978,0.178343915,0.397494344,0.366294128
0.352331557,0.14507768,0.397494344,0.366294128
0.231292479,0.190476159,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.649681459,0.53503179,0.397494344,0.366294128
0.206060558,0.16969693,0.397494344,0.366294128
0.336633625,0.277227691,0.397494344,0.366294128
0.24817512,0.204379511,0.397494344,0.366294128
0.478873205,0.394366169,0.397494344,0.366294128
0.164251173,0.135265672,0.397494344,0.366294128
0.22368415,0.184210477,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.179894148,0.148148122,0.397494344,0.366294128
0.236111062,0.194444404,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.629629569,0.518518469,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.173469337,0.142857101,0.397494344,0.366294128
0.201183372,0.165680424,0.397494344,0.366294128
0.236111067,0.194444408,0.397494344,0.366294128
0.618181773,0.169696933,0.397494344,0.366294128
0.377777736,0.311111077,0.397494344,0.366294128
0.265624947,0.218749956,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.216560467,0.178343914,0.397494344,0.366294128
0.165048504,0.135922297,0.397494344,0.366294128
0.179894131,0.148148108,0.397494344,0.366294128
0.176165765,0.145077689,0.397494344,0.366294128
0.173469354,0.142857115,0.397494344,0.366294128
0.336633595,0.277227667,0.397494344,0.366294128
0.168316789,0.138613826,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.871794822,0.538461497,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.548387034,0.451612852,0.397494344,0.366294128
0.388571399,0.319999975,0.397494344,0.366294128
0.384180734,0.158192043,0.397494344,0.366294128
0.503703651,0.414814771,0.397494344,0.366294128
0.188888848,0.155555522,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.375690552,0.30939222,0.397494344,0.366294128
0.188888843,0.155555518,0.397494344,0.366294128
0.204819227,0.168674657,0.397494344,0.366294128
0.430379709,0.354430349,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.278688473,0.229508154,0.397494344,0.366294128
0.375690551,0.309392219,0.397494344,0.366294128
0.371584653,0.306010891,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.456375791,0.375838887,0.397494344,0.366294128
0.369565148,0.304347769,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.180851013,0.148936129,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.209876492,0.172839464,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.166666638,0.137254878,0.397494344,0.366294128
0.241134704,0.198581521,0.397494344,0.366294128
0.467889854,0.385321057,0.397494344,0.366294128
0.202380895,0.16666662,0.397494344,0.366294128
0.209876484,0.172839458,0.397494344,0.366294128
0.509999947,0.419999956,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.231292452,0.190476137,0.397494344,0.366294128
0.399999946,0.32941172,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.251851799,0.207407364,0.397494344,0.366294128
0.17989416,0.148148131,0.397494344,0.366294128
0.27199992,0.223999934,0.397494344,0.366294128
0.24460425,0.201438794,0.397494344,0.366294128
0.185792314,0.153005435,0.397494344,0.366294128
0.517766455,0.426395904,0.397494344,0.366294128
0.323809452,0.266666607,0.397494344,0.366294128
0.219354796,0.180645126,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.662337603,0.545454496,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.404761862,0.333333298,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.417177867,0.171779102,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.32535881,0.267942549,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.849999962,0.699999968,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.289361645,0.238297825,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.181818132,0.14973258,0.397494344,0.366294128
0.49275357,0.405797058,0.397494344,0.366294128
0.331707282,0.273170703,0.397494344,0.366294128
0.456375805,0.375838898,0.397494344,0.366294128
0.768361539,0.632768326,0.397494344,0.366294128
0.278688474,0.229508155,0.397494344,0.366294128
0.219354804,0.180645133,0.397494344,0.366294128
0.422360196,0.347826043,0.397494344,0.366294128
0.225165498,0.18543041,0.397494344,0.366294128
0.419753033,0.345678968,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.341708489,0.281406991,0.397494344,0.366294128
0.255639047,0.210526274,0.397494344,0.366294128
0.419753045,0.345678978,0.397494344,0.366294128
0.317756954,0.261682197,0.397494344,0.366294128
0.330097038,0.27184462,0.397494344,0.366294128
0.271999958,0.223999965,0.397494344,0.366294128
0.369565165,0.15217387,0.397494344,0.366294128
0.21118009,0.173913016,0.397494344,0.366294128
0.367567523,0.302702666,0.397494344,0.366294128
0.414634093,0.170731663,0.397494344,0.366294128
0.199999939,0.164705832,0.397494344,0.366294128
0.395348791,0.16279066,0.397494344,0.366294128
0.336633629,0.138613833,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.225165512,0.185430421,0.397494344,0.366294128
0.261538395,0.21538456,0.397494344,0.366294128
0.377777708,0.311111054,0.397494344,0.366294128
0.333333272,0.274509754,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.199999951,0.164705842,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.19318178,0.159090877,0.397494344,0.366294128
0.196531756,0.161849681,0.397494344,0.366294128
0.557377009,0.45901636,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.201183392,0.16568044,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.444444409,0.183006507,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.216560461,0.178343909,0.397494344,0.366294128
0.24999994,0.205882304,0.397494344,0.366294128
0.343434288,0.282828237,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.231292471,0.190476152,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0,0,0.397494344,0.366294128
0.435897403,0.358974332,0.397494344,0.366294128
0.718309799,0.394366147,0.397494344,0.366294128
